0.004996, 0.005, 0.001954, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.009999, 0.005001, 0.001892, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.015002, 0.005, 0.001851, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.020005, 0.005, 0.00193, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.025007, 0.005, 0.001862, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.030009, 0.005, 0.001884, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.035011, 0.005, 0.001833, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.040015, 0.005001, 0.001862, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.045018, 0.005001, 0.001857, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.05002, 0.005, 0.001862, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.055024, 0.005001, 0.001848, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.060027, 0.005, 0.001835, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.06503, 0.005001, 0.001844, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.070033, 0.005001, 0.001873, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.075035, 0.005, 0.001812, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.080038, 0.005001, 0.001816, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.085041, 0.005, 0.001834, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.090043, 0.005, 0.001857, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.095046, 0.005001, 0.001799, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.100049, 0.005, 0.001796, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.105051, 0.005, 0.001799, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.110054, 0.005, 0.001877, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.115057, 0.005001, 0.001794, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.12006, 0.005, 0.001784, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.125062, 0.005, 0.001807, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.130065, 0.005, 0.001822, -0.00306796157577128, 0, 0, 0, 0, 0, 0
0.135068, 0.005001, 0.001802, -0.00460194236365692, 0, 0, 0, 0, -0.306796157577128, -0.219140112555092
0.140071, 0.005001, 0.001796, -0.00306796157577128, 0, 0, 0, 0, 0.306796157577128, 0.0939171910950393
0.145074, 0.005001, 0.001792, -0.00306796157577128, 0, 0, 0, 0, 0, 0.178889887800075
0.150076, 0.005, 0.001818, -0.00306796157577128, 0, 0, 0, 0, 0, -0.0766670947714606
0.155078, 0.005, 0.001791, -0.00306796157577128, 0, 0, 0, 0, 0, 0.032857326330626
0.16008, 0.005, 0.001767, -0.00306796157577128, 0, 0, 0, 0, 0, -0.014081711284554
0.165082, 0.005, 0.00178, -0.00306796157577128, 0, 0, 0, 0, 0, 0.00603501912195171
0.170084, 0.005, 0.001801, -0.00306796157577128, 0, 0, 0, 0, 0, -0.00258643676655073
0.175088, 0.005001, 0.001776, -0.00306796157577128, 0, 0, 0, 0, 0, 0.00110847289995031
0.180091, 0.005001, 0.001766, -0.00306796157577128, 0, 0, 0, 0, 0, -0.00047505981426442
0.185093, 0.005, 0.00177, -0.00306796157577128, 0, 0, 0, 0, 0, 0.00020359706325618
0.190096, 0.005, 0.00179, -0.00306796157577128, 0, 0, 0, 0, 0, -8.72558842526486e-05
0.195098, 0.005, 0.001757, -0.00306796157577128, 0, 0, 0, 0, 0, 3.73953789654208e-05
0.200101, 0.005001, 0.001765, -0.00306796157577128, 0, 0, 0, 0, 0, -1.60265909851804e-05
0.205103, 0.005, 0.001848, -0.00306796157577128, 0, 0, 0, 0, 0, 6.86853899364872e-06
0.210107, 0.005001, 0.001773, -0.00306796157577128, 0, 0, 0, 0, 0, -2.9436595687066e-06
0.215109, 0.005, 0.00174, -0.00306796157577128, 0, 0, 0, 0, 0, 1.26156838658854e-06
0.220111, 0.005, 0.001744, -0.00306796157577128, 0, 0, 0, 0, 0, -5.40672165680803e-07
0.225114, 0.005001, 0.001748, -0.00306796157577128, 0, 0, 0, 0, 0, 2.3171664243463e-07
0.230117, 0.005001, 0.001778, -0.00306796157577128, 0, 0, 0, 0, 0, -9.93071324719843e-08
0.23512, 0.005, 0.001727, -0.00306796157577128, 0, 0, 0, 0, 0, 4.25601996308504e-08
0.240122, 0.005001, 0.001741, -0.00306796157577128, 0, 0, 0, 0, 0, -1.82400855560787e-08
0.245125, 0.005, 0.001728, -0.00306796157577128, 0, 0, 0, 0, 0, 7.81717952403375e-09
0.250128, 0.005, 0.001772, -0.00306796157577128, 0, 0, 0, 0, 0, -3.35021979601446e-09
0.255131, 0.005001, 0.001717, -0.00306796157577128, 0, 0, 0, 0, 0, 1.4358084840062e-09
0.260134, 0.005001, 0.001733, -0.00306796157577128, 0, 0, 0, 0, 0, -6.15346493145513e-10
0.265136, 0.005, 0.00174, -0.00306796157577128, 0, 0, 0, 0, 0, 2.63719925633791e-10
0.270139, 0.005, 0.00174, -0.00306796157577128, 0, 0, 0, 0, 0, -1.13022825271625e-10
0.275141, 0.005, 0.001705, -0.00306796157577128, 0, 0, 0, 0, 0, 4.84383536878392e-11
0.280143, 0.005, 0.001726, -0.00306796157577128, 0, 0, 0, 0, 0, -2.07592944376454e-11
